Iteration,Best Cost,Algorithm
200,795.125699455721,SA
201,795.125699455721,SA
202,796.1856123741072,SA
203,796.1856123741072,SA
204,796.1856123741072,SA
205,796.1856123741072,SA
206,796.1856123741072,SA
207,796.1856123741072,SA
208,796.1856123741072,SA
209,796.1856123741072,SA
210,796.0253428526719,SA
211,796.0253428526719,SA
212,796.0253428526719,SA
213,796.0253428526719,SA
214,796.0253428526719,SA
215,796.0253428526719,SA
216,799.6871234604872,SA
217,799.6871234604872,SA
218,799.6871234604872,SA
219,799.6871234604872,SA
220,799.6871234604872,SA
221,799.6871234604872,SA
222,799.6871234604872,SA
223,799.6871234604872,SA
224,797.8387394199499,SA
225,797.8387394199499,SA
226,796.8739885668284,SA
227,794.5955545148465,SA
228,794.5955545148465,SA
229,655.632396805925,SA
230,613.768700880603,SA
231,648.6520878416569,SA
232,652.8837469139957,SA
233,652.8837469139957,SA
234,647.8561259700413,SA
235,647.8561259700413,SA
236,647.8561259700413,SA
237,645.7693983099945,SA
238,645.7693983099945,SA
239,646.7242207899209,SA
240,646.7242207899209,SA
241,646.7242207899209,SA
242,646.7242207899209,SA
243,648.7675644385772,SA
244,645.1717264802719,SA
245,645.1717264802719,SA
246,645.1717264802719,SA
247,645.8865695801768,SA
248,646.5063680717593,SA
249,644.9262233472368,SA
250,646.0388938454455,SA
251,644.0273567885117,SA
252,644.0273567885117,SA
253,644.0273567885117,SA
254,644.0273567885117,SA
255,643.871967367856,SA
256,643.871967367856,SA
257,643.871967367856,SA
258,643.871967367856,SA
259,644.2113306008406,SA
260,644.2113306008406,SA
261,644.2113306008406,SA
262,644.2113306008406,SA
263,644.2113306008406,SA
264,644.2113306008406,SA
265,644.2113306008406,SA
266,644.2113306008406,SA
267,645.509041239334,SA
268,645.7315058947069,SA
269,648.1367176102754,SA
270,648.1367176102754,SA
271,648.1367176102754,SA
272,648.1367176102754,SA
273,648.1367176102754,SA
274,648.1367176102754,SA
275,648.1367176102754,SA
276,606.023094939572,SA
277,612.8845146137055,SA
278,612.8845146137055,SA
279,612.8845146137055,SA
280,612.8845146137055,SA
281,612.8845146137055,SA
282,612.8845146137055,SA
283,612.8845146137055,SA
284,612.8845146137055,SA
285,612.8845146137055,SA
286,612.8845146137055,SA
287,612.8845146137055,SA
288,610.479302898137,SA
289,610.479302898137,SA
290,610.479302898137,SA
291,610.479302898137,SA
292,610.0651211220982,SA
293,605.4112010575418,SA
294,644.1397309069841,SA
295,644.1397309069841,SA
296,644.1397309069841,SA
297,644.1397309069841,SA
298,644.3756008211736,SA
299,645.5907318905732,SA
300,641.2641741350748,SA
301,641.253064263554,SA
302,641.253064263554,SA
303,638.9084349206365,SA
304,638.9084349206365,SA
305,639.1569880647519,SA
306,639.1569880647519,SA
307,639.1569880647519,SA
308,639.1569880647519,SA
309,639.1569880647519,SA
310,639.1569880647519,SA
311,637.4394316149808,SA
312,637.4394316149808,SA
313,637.4394316149808,SA
314,637.9310684221253,SA
315,637.9310684221253,SA
316,639.5918127345258,SA
317,639.5918127345258,SA
318,639.5918127345258,SA
319,640.2789216399365,SA
320,640.2789216399365,SA
321,640.2789216399365,SA
322,640.2789216399365,SA
323,640.2789216399365,SA
324,640.2789216399365,SA
325,640.2789216399365,SA
326,640.2789216399365,SA
327,638.7030147554808,SA
328,638.7030147554808,SA
329,638.7030147554808,SA
330,638.7030147554808,SA
331,638.7030147554808,SA
332,638.4047300970032,SA
333,638.4047300970032,SA
334,638.4047300970032,SA
335,638.4047300970032,SA
336,640.9547877789073,SA
337,641.2803348894812,SA
338,641.2803348894812,SA
339,641.2803348894812,SA
340,641.2803348894812,SA
341,641.2803348894812,SA
342,641.2803348894812,SA
343,641.2803348894812,SA
344,643.3416940105042,SA
345,643.3416940105042,SA
346,643.3416940105042,SA
347,604.0419281496557,SA
348,625.4982400118357,SA
349,625.4982400118357,SA
350,634.3084354189215,SA
351,634.3084354189215,SA
352,634.3084354189215,SA
353,612.350927033681,SA
354,612.350927033681,SA
355,612.350927033681,SA
356,612.350927033681,SA
357,612.350927033681,SA
358,612.350927033681,SA
359,612.350927033681,SA
360,612.350927033681,SA
361,614.9281330728063,SA
362,614.9281330728063,SA
363,614.6025859622323,SA
364,614.6025859622323,SA
365,614.6025859622323,SA
366,614.6025859622323,SA
367,614.6025859622323,SA
368,614.6025859622323,SA
369,612.0699501582565,SA
370,609.7570380369821,SA
371,609.7570380369821,SA
372,609.7570380369821,SA
373,609.7570380369821,SA
374,609.7570380369821,SA
375,609.4746366104125,SA
376,609.4746366104125,SA
377,607.8458700246682,SA
378,607.8458700246682,SA
379,605.4303184405268,SA
380,605.9749202542358,SA
381,605.9749202542358,SA
382,606.6949325343373,SA
383,608.8584131015389,SA
384,608.7355461352197,SA
385,608.7355461352197,SA
386,608.7355461352197,SA
387,608.7079306029382,SA
388,608.7079306029382,SA
389,608.7079306029382,SA
390,608.7079306029382,SA
391,608.1285643092504,SA
392,608.1285643092504,SA
393,608.1285643092504,SA
394,608.1285643092504,SA
395,608.1285643092504,SA
396,608.1285643092504,SA
397,608.1285643092504,SA
398,607.9689283706755,SA
399,607.9689283706755,SA
400,607.9689283706755,SA
401,607.9689283706755,SA
402,579.8480964632014,SA
403,579.8480964632014,SA
404,580.0711982900141,SA
405,580.0711982900141,SA
406,580.0711982900141,SA
407,580.0711982900141,SA
408,580.0711982900141,SA
409,544.0615318872241,SA
410,544.0615318872241,SA
411,544.0615318872241,SA
412,546.1981636578442,SA
413,498.3153180318478,SA
414,498.3153180318478,SA
415,498.3153180318478,SA
416,498.3153180318478,SA
417,498.3153180318478,SA
418,498.3153180318478,SA
419,498.3153180318478,SA
420,498.3153180318478,SA
421,498.3153180318478,SA
422,495.56786653964184,SA
423,495.56786653964184,SA
424,495.56786653964184,SA
425,495.56786653964184,SA
426,495.56786653964184,SA
427,495.56786653964184,SA
428,495.56786653964184,SA
429,497.0564099000489,SA
430,494.5643335916076,SA
431,493.45366866538274,SA
432,493.45366866538274,SA
433,494.36622036100584,SA
434,494.36622036100584,SA
435,494.36622036100584,SA
436,494.36622036100584,SA
437,494.36622036100584,SA
438,494.36622036100584,SA
439,494.36622036100584,SA
440,494.36622036100584,SA
441,494.36622036100584,SA
442,494.36622036100584,SA
443,494.36622036100584,SA
444,496.52688594492224,SA
445,494.90387326827283,SA
446,452.2793632720035,SA
447,452.2793632720035,SA
448,479.1362637710335,SA
449,479.1362637710335,SA
450,479.1362637710335,SA
451,479.1362637710335,SA
452,479.1362637710335,SA
453,479.1362637710335,SA
454,479.1362637710335,SA
455,479.1362637710335,SA
456,479.1362637710335,SA
457,479.1362637710335,SA
458,479.1362637710335,SA
459,481.7045727806544,SA
460,481.7045727806544,SA
461,481.7045727806544,SA
462,481.7045727806544,SA
463,481.7045727806544,SA
464,481.7045727806544,SA
465,481.7045727806544,SA
466,481.7045727806544,SA
467,481.7045727806544,SA
468,481.7045727806544,SA
469,481.7045727806544,SA
470,481.7045727806544,SA
471,479.1942056092807,SA
472,479.6055385736854,SA
473,479.6055385736854,SA
474,479.6055385736854,SA
475,477.19350486236846,SA
476,477.19350486236846,SA
477,477.6343584586721,SA
478,477.6343584586721,SA
479,477.6343584586721,SA
480,475.02282452785863,SA
481,475.02282452785863,SA
482,475.02282452785863,SA
483,475.02282452785863,SA
484,475.5211754464418,SA
485,475.5211754464418,SA
486,475.5211754464418,SA
487,475.5211754464418,SA
488,475.5211754464418,SA
489,475.5211754464418,SA
490,475.5211754464418,SA
491,477.55507834711017,SA
492,478.16224759083946,SA
493,476.2501351510385,SA
494,478.73091837237723,SA
495,478.73091837237723,SA
496,478.73091837237723,SA
497,478.73091837237723,SA
498,478.73091837237723,SA
499,478.73091837237723,SA
500,478.1039996307847,SA
501,478.1039996307847,SA
502,478.17100999182946,SA
503,478.17100999182946,SA
504,478.17100999182946,SA
505,478.17100999182946,SA
506,478.17100999182946,SA
507,478.17100999182946,SA
508,480.17111753721457,SA
509,455.4201544775961,SA
510,455.4201544775961,SA
511,455.4201544775961,SA
512,455.4201544775961,SA
513,455.4201544775961,SA
514,455.4201544775961,SA
515,455.3901596592613,SA
516,455.3901596592613,SA
517,413.0314279688586,SA
518,413.0314279688586,SA
519,413.0314279688586,SA
520,413.0314279688586,SA
521,411.9146197388882,SA
522,412.1599840515196,SA
523,412.1599840515196,SA
524,412.1599840515196,SA
525,414.926613792998,SA
526,412.37056787425274,SA
527,412.37056787425274,SA
528,412.37056787425274,SA
529,412.37056787425274,SA
530,412.37056787425274,SA
531,411.853597989011,SA
532,411.853597989011,SA
533,411.853597989011,SA
534,411.853597989011,SA
535,411.853597989011,SA
536,414.12628409302374,SA
537,413.91702921485,SA
538,413.91702921485,SA
539,413.91702921485,SA
540,413.91702921485,SA
541,413.85001885380524,SA
542,413.85001885380524,SA
543,413.85001885380524,SA
544,414.34748541240225,SA
545,414.34748541240225,SA
546,414.34748541240225,SA
547,414.34748541240225,SA
548,414.34748541240225,SA
549,414.34748541240225,SA
550,414.34748541240225,SA
551,393.20888328396506,SA
552,378.06588615959316,SA
553,378.06588615959316,SA
554,378.06588615959316,SA
555,378.06588615959316,SA
556,378.06588615959316,SA
557,378.06588615959316,SA
558,378.06588615959316,SA
559,378.06588615959316,SA
560,376.24265050223414,SA
561,376.24265050223414,SA
562,376.4355541892454,SA
563,376.4355541892454,SA
564,376.4355541892454,SA
565,376.4355541892454,SA
566,376.4355541892454,SA
567,376.4355541892454,SA
568,376.4355541892454,SA
569,376.4355541892454,SA
570,376.4355541892454,SA
571,376.2584365691396,SA
572,376.2584365691396,SA
573,361.1945864237659,SA
574,361.1945864237659,SA
575,361.1945864237659,SA
576,361.1945864237659,SA
577,361.1945864237659,SA
578,348.2154374683122,SA
579,348.2154374683122,SA
580,348.7170551368886,SA
581,348.7170551368886,SA
582,348.7170551368886,SA
583,348.7170551368886,SA
584,348.7170551368886,SA
585,348.7170551368886,SA
586,348.7170551368886,SA
587,349.45229848476885,SA
588,349.45229848476885,SA
589,349.45229848476885,SA
590,349.45229848476885,SA
591,349.45229848476885,SA
592,349.45229848476885,SA
593,349.45229848476885,SA
594,349.45229848476885,SA
595,348.8121887549848,SA
596,348.8121887549848,SA
597,348.8121887549848,SA
598,348.8121887549848,SA
599,348.8121887549848,SA
600,348.8121887549848,SA
601,348.8121887549848,SA
602,348.8121887549848,SA
603,348.8121887549848,SA
604,348.8121887549848,SA
605,348.8121887549848,SA
606,348.8121887549848,SA
607,348.8121887549848,SA
608,348.98401901171286,SA
609,348.98401901171286,SA
610,350.899602399174,SA
611,350.899602399174,SA
612,350.899602399174,SA
613,350.899602399174,SA
614,350.899602399174,SA
615,350.899602399174,SA
616,350.36368640044486,SA
617,350.36368640044486,SA
618,363.1772078507851,SA
619,363.1772078507851,SA
620,363.1772078507851,SA
621,363.1772078507851,SA
622,363.1772078507851,SA
623,363.1772078507851,SA
624,363.1772078507851,SA
625,363.1772078507851,SA
626,363.1772078507851,SA
627,363.1772078507851,SA
628,363.1772078507851,SA
629,363.1772078507851,SA
630,363.5027549613591,SA
631,363.5027549613591,SA
632,365.6380528909343,SA
633,363.85525951124725,SA
634,363.85525951124725,SA
635,363.85525951124725,SA
636,363.85525951124725,SA
637,363.85525951124725,SA
638,363.85525951124725,SA
639,363.85525951124725,SA
640,363.85525951124725,SA
641,363.85525951124725,SA
642,363.60678083234194,SA
643,363.60678083234194,SA
644,363.60678083234194,SA
645,363.60678083234194,SA
646,363.60678083234194,SA
647,363.60678083234194,SA
648,363.60678083234194,SA
649,363.60678083234194,SA
650,363.60678083234194,SA
651,363.60678083234194,SA
652,363.60678083234194,SA
653,363.60678083234194,SA
654,363.60678083234194,SA
655,363.60678083234194,SA
656,365.4535972825803,SA
657,365.4535972825803,SA
658,365.4535972825803,SA
659,365.4535972825803,SA
660,365.4535972825803,SA
661,365.4535972825803,SA
662,365.4535972825803,SA
663,365.4535972825803,SA
664,365.4535972825803,SA
665,365.4535972825803,SA
666,363.1800549364844,SA
667,363.1800549364844,SA
668,363.1800549364844,SA
669,363.1800549364844,SA
670,363.1800549364844,SA
671,363.05734172643696,SA
672,363.05734172643696,SA
673,363.05734172643696,SA
674,363.05734172643696,SA
675,363.05734172643696,SA
676,363.05734172643696,SA
677,363.05734172643696,SA
678,363.0278606352773,SA
679,361.64096281976333,SA
680,361.64096281976333,SA
681,361.64096281976333,SA
682,361.64096281976333,SA
683,361.64096281976333,SA
684,361.64096281976333,SA
685,361.89233094716394,SA
686,361.89233094716394,SA
687,361.89233094716394,SA
688,361.89233094716394,SA
689,361.89233094716394,SA
690,361.89233094716394,SA
691,321.03841940604116,SA
692,321.03841940604116,SA
693,321.87439850927757,SA
694,319.4014465614956,SA
695,319.4014465614956,SA
696,319.4014465614956,SA
697,316.7355581347672,SA
698,316.7355581347672,SA
699,316.7355581347672,SA
700,316.7355581347672,SA
701,316.7355581347672,SA
702,316.7355581347672,SA
703,316.7355581347672,SA
704,316.7355581347672,SA
705,314.86241740083216,SA
706,314.86241740083216,SA
707,314.86241740083216,SA
708,312.86230985544705,SA
709,312.86230985544705,SA
710,312.86230985544705,SA
711,312.86230985544705,SA
712,312.50234819911464,SA
713,312.50234819911464,SA
714,312.50234819911464,SA
715,312.50234819911464,SA
716,312.50234819911464,SA
717,312.50234819911464,SA
718,312.50234819911464,SA
719,312.50234819911464,SA
720,312.50234819911464,SA
721,311.82550567373244,SA
722,311.82550567373244,SA
723,311.82550567373244,SA
724,311.82550567373244,SA
725,311.82550567373244,SA
726,311.82550567373244,SA
727,311.5641449664933,SA
728,311.5641449664933,SA
729,311.5641449664933,SA
730,311.5641449664933,SA
731,309.4006643992917,SA
732,309.4006643992917,SA
733,309.4006643992917,SA
734,309.4006643992917,SA
735,309.4654161168225,SA
736,309.4654161168225,SA
737,309.4654161168225,SA
738,309.4654161168225,SA
739,309.4654161168225,SA
740,309.4654161168225,SA
741,309.4654161168225,SA
742,309.4654161168225,SA
743,309.4654161168225,SA
744,309.4654161168225,SA
745,309.4654161168225,SA
746,309.4654161168225,SA
747,309.4654161168225,SA
748,309.4654161168225,SA
749,309.4654161168225,SA
750,309.4654161168225,SA
751,309.4654161168225,SA
752,309.4654161168225,SA
753,309.4654161168225,SA
754,309.4654161168225,SA
755,309.4654161168225,SA
756,309.4428244818081,SA
757,309.4428244818081,SA
758,309.4428244818081,SA
759,309.4428244818081,SA
760,309.4122149279125,SA
761,309.4122149279125,SA
762,309.4122149279125,SA
763,309.4122149279125,SA
764,309.4122149279125,SA
765,309.4122149279125,SA
766,309.4122149279125,SA
767,309.4122149279125,SA
768,309.4122149279125,SA
769,309.4122149279125,SA
770,309.4122149279125,SA
771,311.827766512054,SA
772,311.827766512054,SA
773,311.827766512054,SA
774,311.827766512054,SA
775,311.827766512054,SA
776,311.827766512054,SA
777,311.827766512054,SA
778,311.827766512054,SA
779,311.827766512054,SA
780,311.827766512054,SA
781,311.827766512054,SA
782,311.827766512054,SA
783,312.26711826763903,SA
784,312.26711826763903,SA
785,312.26711826763903,SA
786,312.26711826763903,SA
787,312.26711826763903,SA
788,312.26711826763903,SA
789,312.26711826763903,SA
790,312.26711826763903,SA
791,312.26711826763903,SA
792,310.265430182835,SA
793,310.265430182835,SA
794,310.265430182835,SA
795,310.265430182835,SA
796,310.265430182835,SA
797,310.265430182835,SA
798,310.265430182835,SA
799,307.8498785986935,SA
800,307.8498785986935,SA
801,307.8498785986935,SA
802,307.8498785986935,SA
803,307.8498785986935,SA
804,307.8498785986935,SA
805,307.8498785986935,SA
806,307.8498785986935,SA
807,307.8498785986935,SA
808,307.8498785986935,SA
809,307.8498785986935,SA
810,307.8498785986935,SA
811,305.74590461272527,SA
812,305.74590461272527,SA
813,305.74590461272527,SA
814,305.68432339821027,SA
815,305.68432339821027,SA
816,305.68432339821027,SA
817,305.6187017752642,SA
818,305.6187017752642,SA
819,279.140640613406,SA
820,279.140640613406,SA
821,279.140640613406,SA
822,279.0446105304395,SA
823,279.0446105304395,SA
824,279.0446105304395,SA
825,279.0446105304395,SA
826,281.05636930937544,SA
827,281.05636930937544,SA
828,281.05636930937544,SA
829,275.7914945732549,SA
830,275.7914945732549,SA
831,275.7914945732549,SA
832,275.7914945732549,SA
833,275.7914945732549,SA
834,275.7914945732549,SA
835,275.7914945732549,SA
836,275.7914945732549,SA
837,275.7914945732549,SA
838,275.7914945732549,SA
839,275.7914945732549,SA
840,275.7914945732549,SA
841,275.7914945732549,SA
842,275.7914945732549,SA
843,275.41728960054814,SA
844,275.41728960054814,SA
845,275.41728960054814,SA
846,275.41728960054814,SA
847,275.41728960054814,SA
848,275.41728960054814,SA
849,275.41728960054814,SA
850,275.41728960054814,SA
851,275.41728960054814,SA
852,277.588471917396,SA
853,277.588471917396,SA
854,277.588471917396,SA
855,273.0052558892312,SA
856,273.0052558892312,SA
857,273.0052558892312,SA
858,273.0052558892312,SA
859,273.0052558892312,SA
860,273.0052558892312,SA
861,273.0052558892312,SA
862,273.0052558892312,SA
863,273.0052558892312,SA
864,273.0052558892312,SA
865,273.0052558892312,SA
866,273.0052558892312,SA
867,273.0052558892312,SA
868,273.0052558892312,SA
869,273.0052558892312,SA
870,273.0052558892312,SA
871,273.0052558892312,SA
872,273.0052558892312,SA
873,273.0052558892312,SA
874,273.0052558892312,SA
875,273.0052558892312,SA
876,273.0052558892312,SA
877,273.0052558892312,SA
878,273.0052558892312,SA
879,273.0052558892312,SA
880,273.0052558892312,SA
881,273.0052558892312,SA
882,273.0052558892312,SA
883,273.0052558892312,SA
884,273.0052558892312,SA
885,273.0052558892312,SA
886,273.0052558892312,SA
887,273.0052558892312,SA
888,272.64919962230545,SA
889,272.64919962230545,SA
890,272.64919962230545,SA
891,272.64919962230545,SA
892,272.40064647818997,SA
893,272.40064647818997,SA
894,272.40064647818997,SA
895,272.40064647818997,SA
896,272.40064647818997,SA
897,272.40064647818997,SA
898,272.40064647818997,SA
899,272.40064647818997,SA
900,272.40064647818997,SA
901,272.40064647818997,SA
902,272.40064647818997,SA
903,272.40064647818997,SA
904,272.40064647818997,SA
905,272.40064647818997,SA
906,272.40064647818997,SA
907,272.40064647818997,SA
908,272.40064647818997,SA
909,272.40064647818997,SA
910,272.40064647818997,SA
911,272.40064647818997,SA
912,272.40064647818997,SA
913,272.40064647818997,SA
914,272.40064647818997,SA
915,272.40064647818997,SA
916,272.40064647818997,SA
917,272.40064647818997,SA
918,272.40064647818997,SA
919,272.40064647818997,SA
920,272.40064647818997,SA
921,272.40064647818997,SA
922,272.40064647818997,SA
923,272.40064647818997,SA
924,272.40064647818997,SA
925,272.40064647818997,SA
926,272.40064647818997,SA
927,272.40064647818997,SA
928,272.40064647818997,SA
929,272.40064647818997,SA
930,272.40064647818997,SA
931,272.40064647818997,SA
932,272.40064647818997,SA
933,272.40064647818997,SA
934,272.40064647818997,SA
935,272.40064647818997,SA
936,272.40064647818997,SA
937,272.40064647818997,SA
938,272.40064647818997,SA
939,272.40064647818997,SA
940,272.40064647818997,SA
941,272.40064647818997,SA
942,272.40064647818997,SA
943,272.40064647818997,SA
944,272.40064647818997,SA
945,272.40064647818997,SA
946,272.40064647818997,SA
947,272.40064647818997,SA
948,272.40064647818997,SA
949,272.40064647818997,SA
950,272.40064647818997,SA
951,272.40064647818997,SA
952,272.40064647818997,SA
953,272.40064647818997,SA
954,272.40064647818997,SA
955,272.40064647818997,SA
956,272.40064647818997,SA
957,272.40064647818997,SA
958,272.40064647818997,SA
959,272.40064647818997,SA
960,272.40064647818997,SA
961,272.40064647818997,SA
962,272.7748514508967,SA
963,272.7748514508967,SA
964,272.7748514508967,SA
965,272.7748514508967,SA
966,272.7748514508967,SA
967,272.7748514508967,SA
968,272.7748514508967,SA
969,272.7748514508967,SA
970,272.7748514508967,SA
971,272.7748514508967,SA
972,272.7748514508967,SA
973,272.7748514508967,SA
974,272.7748514508967,SA
975,272.7748514508967,SA
976,272.7748514508967,SA
977,272.7748514508967,SA
978,272.7748514508967,SA
979,272.7748514508967,SA
980,272.7748514508967,SA
981,272.7748514508967,SA
982,272.7748514508967,SA
983,272.7748514508967,SA
984,272.7748514508967,SA
985,272.7748514508967,SA
986,272.7748514508967,SA
987,273.1309077178224,SA
988,273.1309077178224,SA
989,273.1309077178224,SA
990,273.1309077178224,SA
991,273.1309077178224,SA
992,273.1309077178224,SA
993,273.1309077178224,SA
994,273.1309077178224,SA
995,273.1309077178224,SA
996,273.1309077178224,SA
997,273.1309077178224,SA
998,273.1309077178224,SA
999,273.1309077178224,SA
1000,273.1309077178224,SA
1001,273.1309077178224,SA
1002,273.1309077178224,SA
1003,273.1309077178224,SA
1004,273.1309077178224,SA
1005,273.1309077178224,SA
1006,273.1309077178224,SA
1007,273.1309077178224,SA
1008,273.1309077178224,SA
1009,273.1309077178224,SA
1010,273.1309077178224,SA
1011,273.1309077178224,SA
1012,273.1309077178224,SA
1013,273.1309077178224,SA
1014,273.1309077178224,SA
1015,273.1309077178224,SA
1016,273.1309077178224,SA
1017,273.1309077178224,SA
1018,273.1309077178224,SA
1019,273.3794608619379,SA
1020,273.3794608619379,SA
1021,273.3794608619379,SA
1022,273.3794608619379,SA
1023,273.3794608619379,SA
1024,273.3794608619379,SA
1025,273.3794608619379,SA
1026,273.3794608619379,SA
1027,273.3794608619379,SA
1028,273.3794608619379,SA
1029,271.1210803054529,SA
1030,271.1210803054529,SA
1031,271.1210803054529,SA
1032,271.1210803054529,SA
1033,271.1210803054529,SA
1034,271.1210803054529,SA
1035,271.1210803054529,SA
1036,271.1210803054529,SA
1037,271.1210803054529,SA
1038,271.1210803054529,SA
1039,271.1210803054529,SA
1040,271.1210803054529,SA
1041,271.1210803054529,SA
1042,271.1210803054529,SA
1043,270.91612878535483,SA
1044,270.91612878535483,SA
1045,270.91612878535483,SA
1046,270.91612878535483,SA
1047,270.91612878535483,SA
1048,268.9043700064189,SA
1049,268.9043700064189,SA
1050,268.9043700064189,SA
1051,268.9043700064189,SA
1052,268.9448959922555,SA
1053,268.9448959922555,SA
1054,268.9448959922555,SA
1055,268.9448959922555,SA
1056,268.9448959922555,SA
1057,268.9448959922555,SA
1058,268.58883972532976,SA
1059,268.58883972532976,SA
1060,268.58883972532976,SA
1061,268.58883972532976,SA
1062,268.58883972532976,SA
1063,268.58883972532976,SA
1064,268.58883972532976,SA
1065,268.58883972532976,SA
1066,268.58883972532976,SA
1067,268.58883972532976,SA
1068,268.58883972532976,SA
1069,268.58883972532976,SA
1070,268.58883972532976,SA
1071,268.58883972532976,SA
1072,268.58883972532976,SA
1073,268.58883972532976,SA
